FromBIC,ToBIC,TimeTakenInMinutes,Charges
BARCGB22XXX,HDFCINBBXXX,185,18
HDFCINBBXXX,BARCGB22XXX,185,20
SMBCJPJTXXX,HDFCINBBXXX,86,14
HDFCINBBXXX,SMBCJPJTXXX,86,20
CUSCAU2SXXX,HDFCINBBXXX,128,20
HDFCINBBXXX,CUSCAU2SXXX,128,20
WFBIUS6SXXX,HDFCINBBXXX,229,15
HDFCINBBXXX,WFBIUS6SXXX,229,20
ABOCCNBJXXX,HDFCINBBXXX,121,10
HDFCINBBXXX,ABOCCNBJXXX,121,20
BKCHCNBJXXX,HDFCINBBXXX,151,12
HDFCINBBXXX,BKCHCNBJXXX,151,20
HYVEDEMMXXX,HDFCINBBXXX,67,10
HDFCINBBXXX,HYVEDEMMXXX,67,20
HELADEF1RRS,HDFCINBBXXX,227,10
HDFCINBBXXX,HELADEF1RRS,227,20
BOFAUS3NXXX,HDFCINBBXXX,162,12
HDFCINBBXXX,BOFAUS3NXXX,162,20
BAFUCH22XXX,HDFCINBBXXX,82,14
HDFCINBBXXX,BAFUCH22XXX,82,20
CITIUS33XXX,HDFCINBBXXX,72,10
HDFCINBBXXX,CITIUS33XXX,72,20
CHASUS33XXX,HDFCINBBXXX,121,14
HDFCINBBXXX,CHASUS33XXX,121,20
UBSWCHZH80A,HDFCINBBXXX,80,17
HDFCINBBXXX,UBSWCHZH80A,80,20
CCBCCNBJXXX,HDFCINBBXXX,118,13
HDFCINBBXXX,CCBCCNBJXXX,118,20
RABONL2UXXX,HDFCINBBXXX,79,17
HDFCINBBXXX,RABONL2UXXX,79,20
RBOSGB2LXXX,HDFCINBBXXX,106,11
HDFCINBBXXX,RBOSGB2LXXX,106,20
SOGEFRPPXXX,HDFCINBBXXX,220,19
HDFCINBBXXX,SOGEFRPPXXX,220,20
MIDLGB22XXX,HDFCINBBXXX,224,13
HDFCINBBXXX,MIDLGB22XXX,224,20
COBADEFFXXX,HDFCINBBXXX,180,19
HDFCINBBXXX,COBADEFFXXX,180,20
WPACAU2SXXX,HDFCINBBXXX,148,20
HDFCINBBXXX,WPACAU2SXXX,148,20
INGBNL2AXXX,HDFCINBBXXX,124,14
HDFCINBBXXX,INGBNL2AXXX,124,20
PCBCCNBJXXX,HDFCINBBXXX,161,20
HDFCINBBXXX,PCBCCNBJXXX,161,20
RABOCHGGXXX,UBSWCHZH80A,106,18
UBSWCHZH80A,RABOCHGGXXX,106,17
BLKBCH22XXX,UBSWCHZH80A,57,17
UBSWCHZH80A,BLKBCH22XXX,57,17
CRESCHZZXXX,UBSWCHZH80A,96,11
UBSWCHZH80A,CRESCHZZXXX,96,17
BCVACH2LXXX,UBSWCHZH80A,76,18
UBSWCHZH80A,BCVACH2LXXX,76,17
BCVSCH2LXXX,UBSWCHZH80A,99,15
UBSWCHZH80A,BCVSCH2LXXX,99,17
BAFUCH22XXX,UBSWCHZH80A,64,14
UBSWCHZH80A,BAFUCH22XXX,64,17
ABBECHZZXXX,UBSWCHZH80A,55,14
UBSWCHZH80A,ABBECHZZXXX,55,17
BNPAFRPPXXX,UBSWCHZH80A,161,18
UBSWCHZH80A,BNPAFRPPXXX,161,17
KNABNL2HXXX,UBSWCHZH80A,212,16
UBSWCHZH80A,KNABNL2HXXX,212,17
MHCBJPJTXXX,UBSWCHZH80A,72,15
UBSWCHZH80A,MHCBJPJTXXX,72,17
ABNANL2AXXX,UBSWCHZH80A,187,16
UBSWCHZH80A,ABNANL2AXXX,187,17
DEUTDEBBXXX,UBSWCHZH80A,99,15
UBSWCHZH80A,DEUTDEBBXXX,99,17
MMTOJPJTXXX,UBSWCHZH80A,61,20
UBSWCHZH80A,MMTOJPJTXXX,61,17
NATAAU3302S,UBSWCHZH80A,67,16
UBSWCHZH80A,NATAAU3302S,67,17
CRLYFRPPXXX,UBSWCHZH80A,191,12
UBSWCHZH80A,CRLYFRPPXXX,191,17
AGRIFRPPXXX,UBSWCHZH80A,68,11
UBSWCHZH80A,AGRIFRPPXXX,68,17
HSBCGB2LXXX,UBSWCHZH80A,235,14
UBSWCHZH80A,HSBCGB2LXXX,235,17
SBININBBFXD,UBSWCHZH80A,113,15
UBSWCHZH80A,SBININBBFXD,113,17
ANZBAU3MXXX,UBSWCHZH80A,90,13
UBSWCHZH80A,ANZBAU3MXXX,90,17
BOTKJPJTXXX,UBSWCHZH80A,66,15
UBSWCHZH80A,BOTKJPJTXXX,66,17
BARCGB22XXX,UBSWCHZH80A,174,18
UBSWCHZH80A,BARCGB22XXX,174,17
SMBCJPJTXXX,UBSWCHZH80A,110,14
UBSWCHZH80A,SMBCJPJTXXX,110,17
CUSCAU2SXXX,UBSWCHZH80A,125,20
UBSWCHZH80A,CUSCAU2SXXX,125,17
ICICINBBCTS,UBSWCHZH80A,193,20
UBSWCHZH80A,ICICINBBCTS,193,17
WFBIUS6SXXX,UBSWCHZH80A,157,15
UBSWCHZH80A,WFBIUS6SXXX,157,17
ABOCCNBJXXX,UBSWCHZH80A,105,10
UBSWCHZH80A,ABOCCNBJXXX,105,17
BKCHCNBJXXX,UBSWCHZH80A,177,12
UBSWCHZH80A,BKCHCNBJXXX,177,17
HYVEDEMMXXX,UBSWCHZH80A,97,10
UBSWCHZH80A,HYVEDEMMXXX,97,17
HELADEF1RRS,UBSWCHZH80A,193,10
UBSWCHZH80A,HELADEF1RRS,193,17
BOFAUS3NXXX,UBSWCHZH80A,60,12
UBSWCHZH80A,BOFAUS3NXXX,60,17
UTIBINBBXXX,UBSWCHZH80A,198,15
UBSWCHZH80A,UTIBINBBXXX,198,17
CITIUS33XXX,UBSWCHZH80A,157,10
UBSWCHZH80A,CITIUS33XXX,157,17
CHASUS33XXX,UBSWCHZH80A,131,14
UBSWCHZH80A,CHASUS33XXX,131,17
HDFCINBBXXX,UBSWCHZH80A,147,20
UBSWCHZH80A,HDFCINBBXXX,147,17
CCBCCNBJXXX,UBSWCHZH80A,75,13
UBSWCHZH80A,CCBCCNBJXXX,75,17
RABONL2UXXX,UBSWCHZH80A,84,17
UBSWCHZH80A,RABONL2UXXX,84,17
RBOSGB2LXXX,UBSWCHZH80A,227,11
UBSWCHZH80A,RBOSGB2LXXX,227,17
SOGEFRPPXXX,UBSWCHZH80A,143,19
UBSWCHZH80A,SOGEFRPPXXX,143,17
MIDLGB22XXX,UBSWCHZH80A,185,13
UBSWCHZH80A,MIDLGB22XXX,185,17
COBADEFFXXX,UBSWCHZH80A,199,19
UBSWCHZH80A,COBADEFFXXX,199,17
WPACAU2SXXX,UBSWCHZH80A,155,20
UBSWCHZH80A,WPACAU2SXXX,155,17
INGBNL2AXXX,UBSWCHZH80A,131,14
UBSWCHZH80A,INGBNL2AXXX,131,17
PCBCCNBJXXX,UBSWCHZH80A,239,20
UBSWCHZH80A,PCBCCNBJXXX,239,17
CMBCCNBSXXX,CCBCCNBJXXX,74,14
CCBCCNBJXXX,CMBCCNBSXXX,74,13
INDCCNSHXXX,CCBCCNBJXXX,63,11
CCBCCNBJXXX,INDCCNSHXXX,63,13
UNIACNBJXXX,CCBCCNBJXXX,96,18
CCBCCNBJXXX,UNIACNBJXXX,96,13
CETCCNBJXXX,CCBCCNBJXXX,80,11
CCBCCNBJXXX,CETCCNBJXXX,80,13
PSBCCNBJXXX,CCBCCNBJXXX,59,20
CCBCCNBJXXX,PSBCCNBJXXX,59,13
ABOCCNBJXXX,CCBCCNBJXXX,11,10
CCBCCNBJXXX,ABOCCNBJXXX,11,13
BKCHCNBJXXX,CCBCCNBJXXX,100,12
CCBCCNBJXXX,BKCHCNBJXXX,100,13
BOCMCNBJXXX,CCBCCNBJXXX,63,17
CCBCCNBJXXX,BOCMCNBJXXX,63,13
PCBCCNBJXXX,CCBCCNBJXXX,88,20
CCBCCNBJXXX,PCBCCNBJXXX,88,13
BNPAFRPPXXX,CCBCCNBJXXX,65,18
CCBCCNBJXXX,BNPAFRPPXXX,65,13
KNABNL2HXXX,CCBCCNBJXXX,205,16
CCBCCNBJXXX,KNABNL2HXXX,205,13
MHCBJPJTXXX,CCBCCNBJXXX,130,15
CCBCCNBJXXX,MHCBJPJTXXX,130,13
ABNANL2AXXX,CCBCCNBJXXX,162,16
CCBCCNBJXXX,ABNANL2AXXX,162,13
DEUTDEBBXXX,CCBCCNBJXXX,70,15
CCBCCNBJXXX,DEUTDEBBXXX,70,13
MMTOJPJTXXX,CCBCCNBJXXX,66,20
CCBCCNBJXXX,MMTOJPJTXXX,66,13
NATAAU3302S,CCBCCNBJXXX,200,16
CCBCCNBJXXX,NATAAU3302S,200,13
BLKBCH22XXX,CCBCCNBJXXX,203,17
CCBCCNBJXXX,BLKBCH22XXX,203,13
CRESCHZZXXX,CCBCCNBJXXX,66,11
CCBCCNBJXXX,CRESCHZZXXX,66,13
CRLYFRPPXXX,CCBCCNBJXXX,157,12
CCBCCNBJXXX,CRLYFRPPXXX,157,13
AGRIFRPPXXX,CCBCCNBJXXX,119,11
CCBCCNBJXXX,AGRIFRPPXXX,119,13
HSBCGB2LXXX,CCBCCNBJXXX,137,14
CCBCCNBJXXX,HSBCGB2LXXX,137,13
SBININBBFXD,CCBCCNBJXXX,63,15
CCBCCNBJXXX,SBININBBFXD,63,13
ANZBAU3MXXX,CCBCCNBJXXX,134,13
CCBCCNBJXXX,ANZBAU3MXXX,134,13
BOTKJPJTXXX,CCBCCNBJXXX,161,15
CCBCCNBJXXX,BOTKJPJTXXX,161,13
BARCGB22XXX,CCBCCNBJXXX,231,18
CCBCCNBJXXX,BARCGB22XXX,231,13
SMBCJPJTXXX,CCBCCNBJXXX,218,14
CCBCCNBJXXX,SMBCJPJTXXX,218,13
CUSCAU2SXXX,CCBCCNBJXXX,106,20
CCBCCNBJXXX,CUSCAU2SXXX,106,13
ICICINBBCTS,CCBCCNBJXXX,189,20
CCBCCNBJXXX,ICICINBBCTS,189,13
WFBIUS6SXXX,CCBCCNBJXXX,132,15
CCBCCNBJXXX,WFBIUS6SXXX,132,13
HYVEDEMMXXX,CCBCCNBJXXX,177,10
CCBCCNBJXXX,HYVEDEMMXXX,177,13
HELADEF1RRS,CCBCCNBJXXX,187,10
CCBCCNBJXXX,HELADEF1RRS,187,13
BOFAUS3NXXX,CCBCCNBJXXX,228,12
CCBCCNBJXXX,BOFAUS3NXXX,228,13
BAFUCH22XXX,CCBCCNBJXXX,76,14
CCBCCNBJXXX,BAFUCH22XXX,76,13
UTIBINBBXXX,CCBCCNBJXXX,136,15
CCBCCNBJXXX,UTIBINBBXXX,136,13
CITIUS33XXX,CCBCCNBJXXX,152,10
CCBCCNBJXXX,CITIUS33XXX,152,13
CHASUS33XXX,CCBCCNBJXXX,150,14
CCBCCNBJXXX,CHASUS33XXX,150,13
HDFCINBBXXX,CCBCCNBJXXX,139,20
CCBCCNBJXXX,HDFCINBBXXX,139,13
UBSWCHZH80A,CCBCCNBJXXX,107,17
CCBCCNBJXXX,UBSWCHZH80A,107,13
RABONL2UXXX,CCBCCNBJXXX,230,17
CCBCCNBJXXX,RABONL2UXXX,230,13
RBOSGB2LXXX,CCBCCNBJXXX,75,11
CCBCCNBJXXX,RBOSGB2LXXX,75,13
SOGEFRPPXXX,CCBCCNBJXXX,112,19
CCBCCNBJXXX,SOGEFRPPXXX,112,13
MIDLGB22XXX,CCBCCNBJXXX,195,13
CCBCCNBJXXX,MIDLGB22XXX,195,13
COBADEFFXXX,CCBCCNBJXXX,145,19
CCBCCNBJXXX,COBADEFFXXX,145,13
WPACAU2SXXX,CCBCCNBJXXX,215,20
CCBCCNBJXXX,WPACAU2SXXX,215,13
INGBNL2AXXX,CCBCCNBJXXX,205,14
CCBCCNBJXXX,INGBNL2AXXX,205,13
FVLBNL22XXX,RABONL2UXXX,71,20
RABONL2UXXX,FVLBNL22XXX,71,17
KNABNL2HXXX,RABONL2UXXX,86,16
RABONL2UXXX,KNABNL2HXXX,86,17
ABNANL2AXXX,RABONL2UXXX,82,16
RABONL2UXXX,ABNANL2AXXX,82,17
SNSBNL2AXXX,RABONL2UXXX,75,15
RABONL2UXXX,SNSBNL2AXXX,75,17
TRIONL2UXXX,RABONL2UXXX,31,19
RABONL2UXXX,TRIONL2UXXX,31,17
NWABNL2GXXX,RABONL2UXXX,122,15
RABONL2UXXX,NWABNL2GXXX,122,17
RBRBNL21XXX,RABONL2UXXX,127,16
RABONL2UXXX,RBRBNL21XXX,127,17
ASNBNL21XXX,RABONL2UXXX,33,19
RABONL2UXXX,ASNBNL21XXX,33,17
INGBNL2AXXX,RABONL2UXXX,51,14
RABONL2UXXX,INGBNL2AXXX,51,17
BNPAFRPPXXX,RABONL2UXXX,157,18
RABONL2UXXX,BNPAFRPPXXX,157,17
MHCBJPJTXXX,RABONL2UXXX,86,15
RABONL2UXXX,MHCBJPJTXXX,86,17
DEUTDEBBXXX,RABONL2UXXX,98,15
RABONL2UXXX,DEUTDEBBXXX,98,17
MMTOJPJTXXX,RABONL2UXXX,203,20
RABONL2UXXX,MMTOJPJTXXX,203,17
NATAAU3302S,RABONL2UXXX,215,16
RABONL2UXXX,NATAAU3302S,215,17
BLKBCH22XXX,RABONL2UXXX,170,17
RABONL2UXXX,BLKBCH22XXX,170,17
CRESCHZZXXX,RABONL2UXXX,140,11
RABONL2UXXX,CRESCHZZXXX,140,17
CRLYFRPPXXX,RABONL2UXXX,162,12
RABONL2UXXX,CRLYFRPPXXX,162,17
AGRIFRPPXXX,RABONL2UXXX,158,11
RABONL2UXXX,AGRIFRPPXXX,158,17
HSBCGB2LXXX,RABONL2UXXX,156,14
RABONL2UXXX,HSBCGB2LXXX,156,17
SBININBBFXD,RABONL2UXXX,239,15
RABONL2UXXX,SBININBBFXD,239,17
ANZBAU3MXXX,RABONL2UXXX,70,13
RABONL2UXXX,ANZBAU3MXXX,70,17
BOTKJPJTXXX,RABONL2UXXX,65,15
RABONL2UXXX,BOTKJPJTXXX,65,17
BARCGB22XXX,RABONL2UXXX,138,18
RABONL2UXXX,BARCGB22XXX,138,17
SMBCJPJTXXX,RABONL2UXXX,118,14
RABONL2UXXX,SMBCJPJTXXX,118,17
CUSCAU2SXXX,RABONL2UXXX,236,20
RABONL2UXXX,CUSCAU2SXXX,236,17
ICICINBBCTS,RABONL2UXXX,153,20
RABONL2UXXX,ICICINBBCTS,153,17
WFBIUS6SXXX,RABONL2UXXX,170,15
RABONL2UXXX,WFBIUS6SXXX,170,17
ABOCCNBJXXX,RABONL2UXXX,190,10
RABONL2UXXX,ABOCCNBJXXX,190,17
BKCHCNBJXXX,RABONL2UXXX,239,12
RABONL2UXXX,BKCHCNBJXXX,239,17
HYVEDEMMXXX,RABONL2UXXX,145,10
RABONL2UXXX,HYVEDEMMXXX,145,17
HELADEF1RRS,RABONL2UXXX,155,10
RABONL2UXXX,HELADEF1RRS,155,17
BOFAUS3NXXX,RABONL2UXXX,150,12
RABONL2UXXX,BOFAUS3NXXX,150,17
BAFUCH22XXX,RABONL2UXXX,79,14
RABONL2UXXX,BAFUCH22XXX,79,17
UTIBINBBXXX,RABONL2UXXX,82,15
RABONL2UXXX,UTIBINBBXXX,82,17
CITIUS33XXX,RABONL2UXXX,68,10
RABONL2UXXX,CITIUS33XXX,68,17
CHASUS33XXX,RABONL2UXXX,111,14
RABONL2UXXX,CHASUS33XXX,111,17
HDFCINBBXXX,RABONL2UXXX,69,20
RABONL2UXXX,HDFCINBBXXX,69,17
UBSWCHZH80A,RABONL2UXXX,63,17
RABONL2UXXX,UBSWCHZH80A,63,17
CCBCCNBJXXX,RABONL2UXXX,146,13
RABONL2UXXX,CCBCCNBJXXX,146,17
RBOSGB2LXXX,RABONL2UXXX,130,11
RABONL2UXXX,RBOSGB2LXXX,130,17
SOGEFRPPXXX,RABONL2UXXX,161,19
RABONL2UXXX,SOGEFRPPXXX,161,17
MIDLGB22XXX,RABONL2UXXX,172,13
RABONL2UXXX,MIDLGB22XXX,172,17
COBADEFFXXX,RABONL2UXXX,169,19
RABONL2UXXX,COBADEFFXXX,169,17
WPACAU2SXXX,RABONL2UXXX,123,20
RABONL2UXXX,WPACAU2SXXX,123,17
PCBCCNBJXXX,RABONL2UXXX,147,20
RABONL2UXXX,PCBCCNBJXXX,147,17
BNPAGB22XXX,RBOSGB2LXXX,36,16
RBOSGB2LXXX,BNPAGB22XXX,36,11
SCBLGB2LXXX,RBOSGB2LXXX,106,10
RBOSGB2LXXX,SCBLGB2LXXX,106,11
HSBCGB2LXXX,RBOSGB2LXXX,16,14
RBOSGB2LXXX,HSBCGB2LXXX,16,11
AGRNGB2LXXX,RBOSGB2LXXX,102,12
RBOSGB2LXXX,AGRNGB2LXXX,102,11
LLOYGB2LXXX,RBOSGB2LXXX,49,15
RBOSGB2LXXX,LLOYGB2LXXX,49,11
BARCGB22XXX,RBOSGB2LXXX,15,18
RBOSGB2LXXX,BARCGB22XXX,15,11
NWBKGB2LXXX,RBOSGB2LXXX,109,13
RBOSGB2LXXX,NWBKGB2LXXX,109,11
MIDLGB22XXX,RBOSGB2LXXX,53,13
RBOSGB2LXXX,MIDLGB22XXX,53,11
JPMCGB2LXXX,RBOSGB2LXXX,68,13
RBOSGB2LXXX,JPMCGB2LXXX,68,11
BNPAFRPPXXX,RBOSGB2LXXX,85,18
RBOSGB2LXXX,BNPAFRPPXXX,85,11
KNABNL2HXXX,RBOSGB2LXXX,119,16
RBOSGB2LXXX,KNABNL2HXXX,119,11
MHCBJPJTXXX,RBOSGB2LXXX,240,15
RBOSGB2LXXX,MHCBJPJTXXX,240,11
ABNANL2AXXX,RBOSGB2LXXX,196,16
RBOSGB2LXXX,ABNANL2AXXX,196,11
DEUTDEBBXXX,RBOSGB2LXXX,69,15
RBOSGB2LXXX,DEUTDEBBXXX,69,11
MMTOJPJTXXX,RBOSGB2LXXX,239,20
RBOSGB2LXXX,MMTOJPJTXXX,239,11
NATAAU3302S,RBOSGB2LXXX,101,16
RBOSGB2LXXX,NATAAU3302S,101,11
BLKBCH22XXX,RBOSGB2LXXX,164,17
RBOSGB2LXXX,BLKBCH22XXX,164,11
CRESCHZZXXX,RBOSGB2LXXX,149,11
RBOSGB2LXXX,CRESCHZZXXX,149,11
CRLYFRPPXXX,RBOSGB2LXXX,121,12
RBOSGB2LXXX,CRLYFRPPXXX,121,11
AGRIFRPPXXX,RBOSGB2LXXX,187,11
RBOSGB2LXXX,AGRIFRPPXXX,187,11
SBININBBFXD,RBOSGB2LXXX,157,15
RBOSGB2LXXX,SBININBBFXD,157,11
ANZBAU3MXXX,RBOSGB2LXXX,172,13
RBOSGB2LXXX,ANZBAU3MXXX,172,11
BOTKJPJTXXX,RBOSGB2LXXX,196,15
RBOSGB2LXXX,BOTKJPJTXXX,196,11
SMBCJPJTXXX,RBOSGB2LXXX,161,14
RBOSGB2LXXX,SMBCJPJTXXX,161,11
CUSCAU2SXXX,RBOSGB2LXXX,78,20
RBOSGB2LXXX,CUSCAU2SXXX,78,11
ICICINBBCTS,RBOSGB2LXXX,85,20
RBOSGB2LXXX,ICICINBBCTS,85,11
WFBIUS6SXXX,RBOSGB2LXXX,81,15
RBOSGB2LXXX,WFBIUS6SXXX,81,11
ABOCCNBJXXX,RBOSGB2LXXX,191,10
RBOSGB2LXXX,ABOCCNBJXXX,191,11
BKCHCNBJXXX,RBOSGB2LXXX,195,12
RBOSGB2LXXX,BKCHCNBJXXX,195,11
HYVEDEMMXXX,RBOSGB2LXXX,145,10
RBOSGB2LXXX,HYVEDEMMXXX,145,11
HELADEF1RRS,RBOSGB2LXXX,98,10
RBOSGB2LXXX,HELADEF1RRS,98,11
BOFAUS3NXXX,RBOSGB2LXXX,234,12
RBOSGB2LXXX,BOFAUS3NXXX,234,11
BAFUCH22XXX,RBOSGB2LXXX,107,14
RBOSGB2LXXX,BAFUCH22XXX,107,11
UTIBINBBXXX,RBOSGB2LXXX,108,15
RBOSGB2LXXX,UTIBINBBXXX,108,11
CITIUS33XXX,RBOSGB2LXXX,191,10
RBOSGB2LXXX,CITIUS33XXX,191,11
CHASUS33XXX,RBOSGB2LXXX,166,14
RBOSGB2LXXX,CHASUS33XXX,166,11
HDFCINBBXXX,RBOSGB2LXXX,116,20
RBOSGB2LXXX,HDFCINBBXXX,116,11
UBSWCHZH80A,RBOSGB2LXXX,159,17
RBOSGB2LXXX,UBSWCHZH80A,159,11
CCBCCNBJXXX,RBOSGB2LXXX,231,13
RBOSGB2LXXX,CCBCCNBJXXX,231,11
RABONL2UXXX,RBOSGB2LXXX,203,17
RBOSGB2LXXX,RABONL2UXXX,203,11
SOGEFRPPXXX,RBOSGB2LXXX,184,19
RBOSGB2LXXX,SOGEFRPPXXX,184,11
COBADEFFXXX,RBOSGB2LXXX,109,19
RBOSGB2LXXX,COBADEFFXXX,109,11
WPACAU2SXXX,RBOSGB2LXXX,203,20
RBOSGB2LXXX,WPACAU2SXXX,203,11
INGBNL2AXXX,RBOSGB2LXXX,140,14
RBOSGB2LXXX,INGBNL2AXXX,140,11
PCBCCNBJXXX,RBOSGB2LXXX,119,20
RBOSGB2LXXX,PCBCCNBJXXX,119,11
BNPAFRPPXXX,SOGEFRPPXXX,105,18
SOGEFRPPXXX,BNPAFRPPXXX,105,19
CICIFRPPXXX,SOGEFRPPXXX,91,12
SOGEFRPPXXX,CICIFRPPXXX,91,19
CCBPFRPPXXX,SOGEFRPPXXX,119,13
SOGEFRPPXXX,CCBPFRPPXXX,119,19
CRLYFRPPXXX,SOGEFRPPXXX,43,12
SOGEFRPPXXX,CRLYFRPPXXX,43,19
AGRIFRPPXXX,SOGEFRPPXXX,11,11
SOGEFRPPXXX,AGRIFRPPXXX,11,19
BBVAFRPPXXX,SOGEFRPPXXX,83,17
SOGEFRPPXXX,BBVAFRPPXXX,83,19
CMADFRPPXXX,SOGEFRPPXXX,109,19
SOGEFRPPXXX,CMADFRPPXXX,109,19
CALDFR21XXX,SOGEFRPPXXX,87,13
SOGEFRPPXXX,CALDFR21XXX,87,19
CITIFRPPXXX,SOGEFRPPXXX,53,14
SOGEFRPPXXX,CITIFRPPXXX,53,19
KNABNL2HXXX,SOGEFRPPXXX,128,16
SOGEFRPPXXX,KNABNL2HXXX,128,19
MHCBJPJTXXX,SOGEFRPPXXX,194,15
SOGEFRPPXXX,MHCBJPJTXXX,194,19
ABNANL2AXXX,SOGEFRPPXXX,151,16
SOGEFRPPXXX,ABNANL2AXXX,151,19
DEUTDEBBXXX,SOGEFRPPXXX,150,15
SOGEFRPPXXX,DEUTDEBBXXX,150,19
MMTOJPJTXXX,SOGEFRPPXXX,144,20
SOGEFRPPXXX,MMTOJPJTXXX,144,19
NATAAU3302S,SOGEFRPPXXX,105,16
SOGEFRPPXXX,NATAAU3302S,105,19
BLKBCH22XXX,SOGEFRPPXXX,235,17
SOGEFRPPXXX,BLKBCH22XXX,235,19
CRESCHZZXXX,SOGEFRPPXXX,182,11
SOGEFRPPXXX,CRESCHZZXXX,182,19
HSBCGB2LXXX,SOGEFRPPXXX,98,14
SOGEFRPPXXX,HSBCGB2LXXX,98,19
SBININBBFXD,SOGEFRPPXXX,102,15
SOGEFRPPXXX,SBININBBFXD,102,19
ANZBAU3MXXX,SOGEFRPPXXX,230,13
SOGEFRPPXXX,ANZBAU3MXXX,230,19
BOTKJPJTXXX,SOGEFRPPXXX,230,15
SOGEFRPPXXX,BOTKJPJTXXX,230,19
BARCGB22XXX,SOGEFRPPXXX,209,18
SOGEFRPPXXX,BARCGB22XXX,209,19
SMBCJPJTXXX,SOGEFRPPXXX,106,14
SOGEFRPPXXX,SMBCJPJTXXX,106,19
CUSCAU2SXXX,SOGEFRPPXXX,148,20
SOGEFRPPXXX,CUSCAU2SXXX,148,19
ICICINBBCTS,SOGEFRPPXXX,199,20
SOGEFRPPXXX,ICICINBBCTS,199,19
WFBIUS6SXXX,SOGEFRPPXXX,69,15
SOGEFRPPXXX,WFBIUS6SXXX,69,19
ABOCCNBJXXX,SOGEFRPPXXX,92,10
SOGEFRPPXXX,ABOCCNBJXXX,92,19
BKCHCNBJXXX,SOGEFRPPXXX,68,12
SOGEFRPPXXX,BKCHCNBJXXX,68,19
HYVEDEMMXXX,SOGEFRPPXXX,212,10
SOGEFRPPXXX,HYVEDEMMXXX,212,19
HELADEF1RRS,SOGEFRPPXXX,173,10
SOGEFRPPXXX,HELADEF1RRS,173,19
BOFAUS3NXXX,SOGEFRPPXXX,128,12
SOGEFRPPXXX,BOFAUS3NXXX,128,19
BAFUCH22XXX,SOGEFRPPXXX,174,14
SOGEFRPPXXX,BAFUCH22XXX,174,19
UTIBINBBXXX,SOGEFRPPXXX,114,15
SOGEFRPPXXX,UTIBINBBXXX,114,19
CITIUS33XXX,SOGEFRPPXXX,111,10
SOGEFRPPXXX,CITIUS33XXX,111,19
CHASUS33XXX,SOGEFRPPXXX,224,14
SOGEFRPPXXX,CHASUS33XXX,224,19
HDFCINBBXXX,SOGEFRPPXXX,117,20
SOGEFRPPXXX,HDFCINBBXXX,117,19
UBSWCHZH80A,SOGEFRPPXXX,221,17
SOGEFRPPXXX,UBSWCHZH80A,221,19
CCBCCNBJXXX,SOGEFRPPXXX,191,13
SOGEFRPPXXX,CCBCCNBJXXX,191,19
RABONL2UXXX,SOGEFRPPXXX,233,17
SOGEFRPPXXX,RABONL2UXXX,233,19
RBOSGB2LXXX,SOGEFRPPXXX,106,11
SOGEFRPPXXX,RBOSGB2LXXX,106,19
MIDLGB22XXX,SOGEFRPPXXX,79,13
SOGEFRPPXXX,MIDLGB22XXX,79,19
COBADEFFXXX,SOGEFRPPXXX,186,19
SOGEFRPPXXX,COBADEFFXXX,186,19
WPACAU2SXXX,SOGEFRPPXXX,197,20
SOGEFRPPXXX,WPACAU2SXXX,197,19
INGBNL2AXXX,SOGEFRPPXXX,170,14
SOGEFRPPXXX,INGBNL2AXXX,170,19
PCBCCNBJXXX,SOGEFRPPXXX,89,20
SOGEFRPPXXX,PCBCCNBJXXX,89,19
BNPAGB22XXX,MIDLGB22XXX,11,16
MIDLGB22XXX,BNPAGB22XXX,11,13
SCBLGB2LXXX,MIDLGB22XXX,80,10
MIDLGB22XXX,SCBLGB2LXXX,80,13
HSBCGB2LXXX,MIDLGB22XXX,112,14
MIDLGB22XXX,HSBCGB2LXXX,112,13
AGRNGB2LXXX,MIDLGB22XXX,37,12
MIDLGB22XXX,AGRNGB2LXXX,37,13
LLOYGB2LXXX,MIDLGB22XXX,108,15
MIDLGB22XXX,LLOYGB2LXXX,108,13
BARCGB22XXX,MIDLGB22XXX,105,18
MIDLGB22XXX,BARCGB22XXX,105,13
NWBKGB2LXXX,MIDLGB22XXX,30,13
MIDLGB22XXX,NWBKGB2LXXX,30,13
RBOSGB2LXXX,MIDLGB22XXX,87,11
MIDLGB22XXX,RBOSGB2LXXX,87,13
JPMCGB2LXXX,MIDLGB22XXX,15,13
MIDLGB22XXX,JPMCGB2LXXX,15,13
BNPAFRPPXXX,MIDLGB22XXX,178,18
MIDLGB22XXX,BNPAFRPPXXX,178,13
KNABNL2HXXX,MIDLGB22XXX,134,16
MIDLGB22XXX,KNABNL2HXXX,134,13
MHCBJPJTXXX,MIDLGB22XXX,77,15
MIDLGB22XXX,MHCBJPJTXXX,77,13
ABNANL2AXXX,MIDLGB22XXX,211,16
MIDLGB22XXX,ABNANL2AXXX,211,13
DEUTDEBBXXX,MIDLGB22XXX,143,15
MIDLGB22XXX,DEUTDEBBXXX,143,13
MMTOJPJTXXX,MIDLGB22XXX,230,20
MIDLGB22XXX,MMTOJPJTXXX,230,13
NATAAU3302S,MIDLGB22XXX,143,16
MIDLGB22XXX,NATAAU3302S,143,13
BLKBCH22XXX,MIDLGB22XXX,211,17
MIDLGB22XXX,BLKBCH22XXX,211,13
CRESCHZZXXX,MIDLGB22XXX,163,11
